radio,mcc,net,area,cell,unit,lon,lat,range,samples,changeable,created,updated,averageSignal
LTE,520,4,19179,238658686,471,100.5627517,13.7186648,375,137,1,1544703340,1752331153,0
LTE,520,18,19179,74602406,417,100.5625197,13.7184758,639,32,1,1594734402,1751203019,0
LTE,520,18,19179,206134458,268,100.5628317,13.7181789,597,63,1,1660440130,1750410279,0
NR,520,99,3717,38527867,344,100.5650472,13.71705,261,73,1,1628671465,1742647876,0
NR,520,4,3717,101098835,446,100.5647216,13.7171046,252,126,1,1515266954,1754241021,0
LTE,520,4,3717,172071419,213,100.5648988,13.7170165,620,77,1,1641913387,1751133077,0
LTE,520,4,3717,52498581,386,100.564879,13.716997,579,184,1,1618752492,1747418135,0
NR,520,5,3717,242095390,220,100.5646813,13.7171264,312,14,1,1528344554,1742669845,0
LTE,520,4,15203,171751247,437,100.5671338,13.7155472,359,192,1,1502693954,1738674782,0
LTE,520,18,15203,6470323,135,100.5672444,13.7156314,627,102,1,1536813444,1743996870,0
LTE,520,18,15203,165659259,307,100.5672524,13.7156704,662,184,1,1617292984,1748366439,0
LTE,520,5,15203,253793032,107,100.5669511,13.7156956,683,9,1,1677239429,1737880224,0
LTE,520,99,18126,84611354,189,100.5697794,13.7142569,583,122,1,1658247196,1748568110,0
NR,520,0,18126,102426579,258,100.5700092,13.7147594,213,79,1,1644825260,1740212918,0
LTE,520,99,18126,186273020,266,100.5697347,13.7146618,396,16,1,1610801440,1738685444,0
LTE,520,0,19917,193965276,342,100.5717898,13.7132591,648,38,1,1580650678,1742130768,0
NR,520,4,19917,879594,24,100.5717805,13.7131024,254,137,1,1553516362,1750183680,0
LTE,520,5,19917,252119902,260,100.5718392,13.7133233,530,24,1,1569798477,1735704352,0
NR,520,99,19917,201282446,385,100.5720319,13.713251,337,182,1,1562559381,1746659030,0
UMTS,520,4,24092,122060372,101,100.5741749,13.7119591,868,148,1,1597825439,1749498420,0
NR,520,18,24092,150613415,359,100.5741498,13.7120549,252,181,1,1646161442,1744775493,0
LTE,520,99,24092,74808496,302,100.5743571,13.7120073,376,61,1,1666693906,1739390111,0
LTE,520,4,24092,121898944,108,100.5740302,13.7117877,608,178,1,1684505552,1747424028,0
NR,520,18,24092,73278772,404,100.5741242,13.712076,223,161,1,1668677455,1746896262,0
UMTS,520,4,56708,151906743,383,100.5765519,13.7106817,676,77,1,1552985312,1740781209,0
LTE,520,18,56708,218142135,203,100.5762744,13.7105403,487,9,1,1502521278,1738067471,0
LTE,520,18,56708,140647228,326,100.5765988,13.710287,463,123,1,1614224571,1748714751,0
NR,520,99,56708,201929098,231,100.576478,13.710546,313,116,1,1536297980,1738318710,0
NR,520,4,40577,84963539,203,100.5560477,13.7250483,266,154,1,1574456082,1748940513,0
NR,520,18,40577,145411088,339,100.5562509,13.7249916,231,184,1,1576805064,1739990389,0
LTE,520,99,40577,143226435,167,100.5558958,13.7247839,417,98,1,1593906541,1744966404,0
LTE,520,4,40577,247387545,295,100.555827,13.7246576,503,149,1,1639292749,1737822735,0
LTE,520,25,40577,118239675,407,100.5559322,13.7244197,458,175,1,1656279296,1740005064,0
LTE,520,18,31643,233879800,247,100.558262,13.7234726,398,33,1,1539127084,1740690687,0
LTE,520,4,31643,60681678,179,100.5582072,13.7237909,555,146,1,1556175772,1742632768,0
LTE,520,5,31643,9102928,215,100.5582006,13.723443,492,151,1,1543058122,1752742482,0
LTE,520,5,60165,260736354,220,100.5604191,13.7221853,560,159,1,1687118178,1748635613,0
NR,520,18,60165,39165141,99,100.5604512,13.7224772,237,139,1,1531895372,1753115108,0
LTE,520,4,60165,246990637,16,100.5603184,13.722138,671,70,1,1622322315,1752394707,0
NR,520,18,60165,17999037,426,100.5603192,13.722312,419,136,1,1620486968,1738133381,0
NR,520,18,60165,18931658,499,100.560493,13.722275,265,44,1,1590587654,1741036168,0
LTE,520,0,32610,253869712,207,100.5626407,13.7203676,485,90,1,1524661828,1743656078,0
LTE,520,4,32610,125818948,338,100.5627552,13.7208908,630,101,1,1546021232,1745052000,0
LTE,520,4,32610,62752943,251,100.5627836,13.7204683,572,65,1,1656579826,1738731410,0
LTE,520,5,32610,131141827,320,100.5627338,13.7205726,361,148,1,1580863796,1753313836,0
LTE,520,18,32610,155144516,384,100.5631799,13.7205255,597,31,1,1536852196,1736600585,0
UMTS,520,4,32610,50731092,499,100.5627438,13.7205302,810,90,1,1621058454,1735924381,0
LTE,520,18,31375,255031897,144,100.5647885,13.7194075,464,67,1,1686911128,1735085680,0
LTE,520,18,31375,226041460,167,100.5649888,13.7192926,374,102,1,1506171967,1739465321,0
LTE,520,4,31375,248818312,299,100.564985,13.7194574,686,49,1,1630665993,1752953803,0
NR,520,4,31375,225027868,110,100.5652887,13.7194033,215,22,1,1525232735,1748571043,0
LTE,520,4,31375,169977233,263,100.5652221,13.7193037,380,67,1,1630243692,1750918610,0
NR,520,18,31375,264513557,131,100.5653854,13.719332,332,146,1,1690446387,1749871379,0
LTE,520,4,60105,171993671,70,100.5672206,13.7179989,592,26,1,1661166688,1751242879,0
NR,520,18,60105,60376342,429,100.5670635,13.7182145,415,168,1,1548827100,1753414495,0
LTE,520,4,60105,232485593,361,100.5672631,13.7182014,419,89,1,1545360117,1749249143,0
LTE,520,99,60105,213936451,141,100.5672742,13.7180752,678,88,1,1600799511,1737354288,0
LTE,520,25,60105,25908190,330,100.5673937,13.7182986,526,102,1,1632892880,1743707756,0
UMTS,520,0,60105,239681813,314,100.5672112,13.7183784,1089,174,1,1615211676,1737358364,0
LTE,520,5,27104,219517235,246,100.5695647,13.7170525,538,195,1,1511389764,1742850042,0
NR,520,4,27104,115099709,387,100.5696195,13.7168136,290,108,1,1676420500,1745073800,0
LTE,520,5,27104,65649638,483,100.5698114,13.7169357,522,145,1,1593078025,1748145545,0
NR,520,4,48546,77802741,283,100.5722793,13.7158574,404,120,1,1618806296,1736086495,0
NR,520,18,48546,223117316,34,100.5719564,13.7156547,264,85,1,1624627404,1736348047,0
NR,520,0,48546,26196606,324,100.572129,13.7155433,247,161,1,1533607450,1754403119,0
LTE,520,99,48546,162678409,101,100.5719638,13.7156615,531,190,1,1611912499,1737517614,0
LTE,520,99,48546,248451964,6,100.5721457,13.715525,442,149,1,1526887798,1754362411,0
NR,520,18,48546,50634048,485,100.5720458,13.7154461,270,133,1,1655221364,1742982937,0
UMTS,520,4,30370,166356990,450,100.574362,13.7142647,878,152,1,1601032347,1741201726,0
NR,520,4,30370,235475680,140,100.5741635,13.7140114,273,6,1,1583481207,1754177887,0
LTE,520,4,30370,145159414,237,100.5739612,13.7140878,557,21,1,1563664309,1746338730,0
NR,520,99,30370,29165421,88,100.5739713,13.7144213,342,108,1,1564343123,1743565846,0
UMTS,520,18,30370,190994820,284,100.5742221,13.7142141,1112,107,1,1646251664,1751567202,0
GSM,520,5,30370,68982768,446,100.5741515,13.7145161,987,156,1,1665510986,1747792548,0
LTE,520,99,47109,251363678,143,100.5766734,13.7128406,671,169,1,1563253960,1750890256,0
LTE,520,0,47109,186635460,47,100.5766264,13.7129603,561,198,1,1583342305,1736477069,0
LTE,520,4,47109,142375371,185,100.5763759,13.7130995,456,176,1,1535172539,1751447239,0
UMTS,520,4,47109,218435544,187,100.5763217,13.7130033,1235,80,1,1523767710,1743733169,0
NR,520,4,47109,233492614,151,100.5765093,13.7130653,227,179,1,1551235173,1737379861,0
LTE,520,4,49152,182263160,276,100.5787853,13.7117979,610,23,1,1671367871,1746948763,0
NR,520,25,49152,15837737,390,100.5785031,13.7119955,393,20,1,1552419324,1746641056,0
UMTS,520,99,49152,25679218,360,100.5786576,13.7119118,754,59,1,1553162068,1752827974,0
NR,520,5,49152,87183240,243,100.5785984,13.7119169,286,39,1,1674929930,1751360136,0
LTE,520,5,36038,198700247,43,100.5811243,13.7106442,511,83,1,1676033279,1751508225,0
LTE,520,18,36038,160562267,196,100.5812027,13.7104037,682,117,1,1603659605,1741761877,0
LTE,520,5,36038,202449089,237,100.5811692,13.710693,635,21,1,1597061218,1735631917,0
LTE,520,4,36038,258643707,171,100.5810903,13.7106925,563,169,1,1619965824,1745179186,0
NR,520,4,5704,76513277,152,100.5557041,13.7271648,236,56,1,1677134890,1748511615,0
LTE,520,18,5704,128808905,29,100.5557389,13.7271364,670,128,1,1610457574,1751018596,0
LTE,520,18,5704,259942624,43,100.5556065,13.7270054,528,75,1,1682872618,1738380648,0
LTE,520,18,5704,107065279,1,100.5557821,13.7271155,422,17,1,1646907268,1736677419,0
NR,520,4,5704,238425816,471,100.5559183,13.7270953,263,132,1,1500131351,1740302728,0
UMTS,520,5,5704,104047037,355,100.5557382,13.7270671,1239,183,1,1590494731,1749319773,0
UMTS,520,18,56556,166304311,69,100.5583453,13.7260944,872,159,1,1699147191,1739045095,0
NR,520,0,56556,150266282,415,100.558093,13.7255845,236,66,1,1512529026,1753312802,0
LTE,520,4,56556,97892420,338,100.5581231,13.7257329,606,10,1,1508532320,1753904163,0
LTE,520,4,56556,24657139,433,100.5581494,13.7256243,565,131,1,1638527130,1735928114,0
LTE,520,99,56556,166729199,25,100.5579,13.7259746,678,153,1,1534312691,1745523838,0
NR,520,0,25695,146775444,432,100.5607602,13.7248763,358,15,1,1650933071,1754450206,0
LTE,520,5,25695,117436571,263,100.5604928,13.7248317,565,82,1,1697907364,1744786470,0
LTE,520,5,25695,184523098,381,100.5607351,13.7247388,522,73,1,1680451031,1740623643,0
LTE,520,4,25695,204822456,421,100.5607568,13.7246043,646,25,1,1568775334,1752711030,0
LTE,520,18,11220,242206850,395,100.5629446,13.723463,398,191,1,1501523354,1754307706,0
NR,520,99,11220,183033012,164,100.5627965,13.7240023,358,51,1,1552822606,1742733301,0
NR,520,4,11220,136541636,45,100.5630245,13.7235959,349,161,1,1547197939,1741428632,0
NR,520,4,11220,44125865,311,100.5628823,13.723715,303,96,1,1545031663,1751277906,0
LTE,520,5,11220,194851174,67,100.5626701,13.723743,567,108,1,1545196520,1753435542,0
LTE,520,5,58179,120206514,191,100.5651609,13.7220906,462,76,1,1597656745,1741523015,0
NR,520,5,58179,142413373,56,100.5652723,13.7221676,282,135,1,1623244742,1747150664,0
LTE,520,18,58179,225495666,110,100.5651621,13.721756,485,54,1,1514754152,1753556025,0
UMTS,520,18,58179,176335547,332,100.5653714,13.7224713,1191,26,1,1558556861,1737449136,0
LTE,520,18,58179,259384494,138,100.5652517,13.7223828,599,68,1,1697254677,1744752892,0
LTE,520,18,50560,212257143,243,100.5672306,13.7209515,611,164,1,1696330668,1737679938,0
LTE,520,99,50560,66944731,439,100.5669487,13.7208087,694,158,1,1648109092,1753878405,0
LTE,520,18,50560,173068981,490,100.5669099,13.7207779,488,61,1,1662330957,1735444737,0
NR,520,18,50560,70090885,332,100.5669671,13.7206741,351,45,1,1592864826,1742308017,0
NR,520,4,13373,108152404,352,100.5695442,13.7196407,378,47,1,1619886661,1751344920,0
UMTS,520,99,13373,245780590,414,100.5693924,13.71967,1088,36,1,1649373317,1744228784,0
UMTS,520,4,13373,187215940,335,100.5696046,13.7195719,835,68,1,1666959404,1738109359,0
LTE,520,18,32213,94617776,342,100.5721846,13.7182683,694,80,1,1543565069,1737788568,0
LTE,520,18,32213,136337140,392,100.5715106,13.7181396,652,151,1,1641361139,1745178923,0
NR,520,18,32213,201060748,98,100.5720973,13.7184094,274,31,1,1561075240,1741032872,0
LTE,520,4,32213,265323939,9,100.5716584,13.7184358,648,193,1,1617182592,1747941171,0
LTE,520,4,28036,266879209,205,100.5743087,13.7173752,673,110,1,1607245481,1747675419,0
NR,520,4,28036,265920425,340,100.5741992,13.7170379,408,8,1,1676798762,1741757080,0
LTE,520,4,28036,127489368,5,100.5739908,13.7167589,600,137,1,1551335857,1743932052,0
LTE,520,18,28036,209529439,52,100.5739067,13.7171121,629,198,1,1592072046,1736382037,0
LTE,520,4,28036,168021182,125,100.5743161,13.7168836,685,105,1,1648972939,1748635367,0
NR,520,4,28036,228967185,54,100.574082,13.716749,298,59,1,1500494651,1750423736,0
LTE,520,18,4962,83213310,365,100.5764323,13.7158351,386,24,1,1536150578,1741629690,0
LTE,520,5,4962,82941253,436,100.5763772,13.7157361,454,7,1,1541301424,1751060544,0
UMTS,520,5,4962,262615318,319,100.5764003,13.7158388,1174,56,1,1568166273,1752777298,0
LTE,520,4,4962,51190129,282,100.5764087,13.7156452,628,73,1,1608463853,1748224127,0
LTE,520,18,4962,137113166,227,100.5765192,13.7155945,415,173,1,1693185457,1746050906,0
NR,520,4,11767,192560421,344,100.5794121,13.7141935,252,38,1,1599093489,1743297209,0
LTE,520,18,11767,52257780,52,100.5788462,13.7144607,632,43,1,1606793019,1744551714,0
LTE,520,18,11767,117813486,225,100.5787154,13.7147228,462,164,1,1670660491,1735489994,0
UMTS,520,4,11767,266213898,402,100.5790292,13.7141125,1173,161,1,1597826890,1750167501,0
LTE,520,18,2168,123790637,372,100.5808204,13.7132034,399,166,1,1608390014,1738288536,0
LTE,520,18,2168,65175557,487,100.5812902,13.7130244,605,10,1,1635445431,1752615035,0
LTE,520,4,2168,72582572,113,100.5808399,13.7131018,460,16,1,1589816995,1741463399,0
NR,520,4,2168,23681044,430,100.5812894,13.7132303,342,77,1,1611789978,1745436275,0
UMTS,520,5,2168,59758438,305,100.5810044,13.7130793,868,43,1,1585427176,1741622492,0
LTE,520,18,2168,123421179,193,100.581149,13.7132836,466,146,1,1575367128,1747380619,0
LTE,520,99,32593,59147331,359,100.5834441,13.7118828,613,88,1,1669426136,1751224932,0
NR,520,5,32593,95933676,128,100.5834498,13.7115355,264,118,1,1524026352,1742906619,0
LTE,520,5,32593,106544455,168,100.5830961,13.7116194,574,26,1,1525211209,1751765864,0
LTE,520,4,32593,94483035,86,100.583341,13.7118973,538,196,1,1568790348,1741002978,0
NR,520,5,32593,175854874,182,100.5835603,13.71131,361,147,1,1590867325,1736369001,0
NR,520,4,62006,73061839,260,100.555688,13.7298358,262,39,1,1552992857,1745775545,0
NR,520,18,62006,97599891,373,100.5558297,13.7296626,415,3,1,1625002621,1740874409,0
NR,520,18,62006,70397885,471,100.5557556,13.7298466,249,31,1,1583599391,1748836031,0
NR,520,99,48004,44886970,60,100.5581347,13.7287277,258,4,1,1513397749,1745292022,0
NR,520,18,48004,15234802,11,100.558264,13.7283858,266,164,1,1557987031,1751941678,0
LTE,520,4,48004,266498054,97,100.558089,13.7285793,643,31,1,1699423334,1738929125,0
NR,520,4,48004,167090,368,100.5581868,13.7285595,386,131,1,1550989282,1739240494,0
LTE,520,18,22180,157341096,90,100.5603836,13.7274077,520,99,1,1525066849,1744091762,0
LTE,520,4,22180,252788763,125,100.5603732,13.7272964,623,24,1,1522807571,1745681435,0
NR,520,4,22180,55142103,429,100.5602297,13.7271164,351,100,1,1638568020,1754444441,0
LTE,520,18,55877,170641963,479,100.5627501,13.7255899,374,141,1,1540989458,1748919222,0
NR,520,4,55877,177699206,442,100.5628512,13.7259436,229,119,1,1682722772,1752817776,0
LTE,520,18,55877,51971349,455,100.5626893,13.7257716,639,190,1,1546660156,1738858278,0
LTE,520,4,55877,8550754,126,100.5623048,13.7259049,421,65,1,1608721186,1735273818,0
LTE,520,99,32707,87554051,424,100.5650912,13.7243222,628,184,1,1565288218,1739219953,0
UMTS,520,5,32707,227426078,369,100.5648061,13.7245073,848,188,1,1673010284,1736725838,0
UMTS,520,5,32707,188361453,155,100.5646559,13.7248131,1209,21,1,1568422943,1735024325,0
LTE,520,18,32707,52682609,382,100.5647075,13.7247821,690,92,1,1541118292,1735134283,0
LTE,520,99,32707,2292347,420,100.5652471,13.7247015,400,153,1,1618469187,1743736342,0
NR,520,4,32707,149115426,493,100.5649686,13.7244428,246,59,1,1510444716,1753088060,0
LTE,520,5,58157,83573124,176,100.567043,13.7235118,687,30,1,1568292292,1740342525,0
UMTS,520,4,58157,155334588,30,100.5671265,13.7230938,1138,146,1,1554901016,1751748876,0
GSM,520,5,58157,228308524,262,100.5671112,13.7233868,1019,73,1,1516705745,1745135285,0
NR,520,5,58157,117826080,197,100.5672926,13.7231953,271,50,1,1541997409,1751648239,0
UMTS,520,5,58157,261025651,420,100.5672287,13.7236096,855,42,1,1661061201,1743799766,0
UMTS,520,18,13833,125808034,10,100.5700376,13.7221316,968,121,1,1669209902,1737214381,0
GSM,520,0,13833,172707297,267,100.5695658,13.7219705,945,171,1,1664113811,1736194904,0
NR,520,99,13833,116223181,469,100.5695941,13.7220283,355,164,1,1597319206,1753202828,0
LTE,520,99,13833,86160997,206,100.5694327,13.7218801,466,98,1,1501145509,1746074190,0
LTE,520,4,13833,62158215,426,100.5696121,13.7218961,449,114,1,1637126473,1742206966,0
NR,520,18,13833,268348451,280,100.5698037,13.7221894,398,199,1,1553480341,1739648917,0
LTE,520,0,4695,184475853,29,100.5717557,13.7210967,670,126,1,1587869893,1736778213,0
NR,520,5,4695,59449231,303,100.5716538,13.7208846,291,87,1,1614322006,1739189905,0
UMTS,520,99,4695,148927157,439,100.5720755,13.7208229,1114,14,1,1561341994,1744272333,0
NR,520,4,4695,76429067,17,100.5713838,13.7210338,271,52,1,1597692358,1752541905,0
LTE,520,99,4695,228573370,341,100.5720099,13.7208515,578,111,1,1618962210,1752601399,0
LTE,520,5,57635,150038613,391,100.574178,13.7196506,664,40,1,1595838914,1741188177,0
LTE,520,4,57635,245915155,376,100.5741374,13.7195762,523,117,1,1503348838,1737915708,0
NR,520,5,57635,30712610,403,100.5742114,13.7196615,401,169,1,1674018024,1749802529,0
LTE,520,18,57635,134717536,141,100.5742736,13.7195125,406,46,1,1656352822,1742612457,0
LTE,520,5,4190,105260584,446,100.5763908,13.7180343,571,37,1,1679524530,1750822636,0
NR,520,4,4190,119305249,450,100.5765375,13.7185083,316,120,1,1585093872,1750746151,0
LTE,520,99,4190,238317960,89,100.5764243,13.7180922,440,186,1,1689106298,1748213334,0
LTE,520,18,4190,6414276,121,100.5765487,13.7183084,427,77,1,1580529743,1752047051,0
LTE,520,4,4190,111014678,474,100.5767082,13.7184925,605,87,1,1612794468,1744949490,0
NR,520,5,4190,139913680,301,100.5762343,13.7180644,374,40,1,1592308559,1747689065,0
LTE,520,99,52243,60377134,299,100.5789004,13.7167607,541,25,1,1663615443,1738238852,0
NR,520,4,52243,167887945,384,100.5791996,13.7171186,237,16,1,1628733414,1744595983,0
LTE,520,5,52243,235978843,502,100.5793461,13.716911,459,126,1,1601957967,1750140165,0
LTE,520,99,24881,56048990,154,100.581002,13.7155359,545,198,1,1572002255,1740119513,0
LTE,520,4,24881,62796663,126,100.5807585,13.7156691,583,157,1,1616024691,1735380320,0
LTE,520,5,24881,184356955,434,100.5812142,13.715719,423,5,1,1585381767,1746344080,0
LTE,520,4,43470,173327269,390,100.5832922,13.7143031,606,132,1,1503908041,1747131017,0
LTE,520,5,43470,131667732,225,100.5830968,13.71436,390,101,1,1521198130,1751057148,0
NR,520,18,43470,175092395,259,100.5833473,13.7141802,331,104,1,1541246432,1753672130,0
UMTS,520,25,2660,232778085,415,100.5860523,13.7133655,1040,90,1,1557780918,1750300148,0
UMTS,520,4,2660,167210218,102,100.5856131,13.7131839,1120,169,1,1680023293,1735920674,0
NR,520,5,2660,85352791,347,100.5857734,13.713167,280,21,1,1600779659,1749837124,0
LTE,520,4,15767,170639545,235,100.5579974,13.7309977,642,148,1,1547267662,1746561710,0
NR,520,18,15767,4085387,250,100.5579729,13.7313929,308,171,1,1632327454,1745477469,0
LTE,520,4,15767,58038635,273,100.5580713,13.7313114,612,143,1,1651438861,1743884577,0
LTE,520,18,15767,72622847,318,100.5577967,13.7312026,480,31,1,1530017340,1750863908,0
LTE,520,18,15767,168209332,28,100.5581563,13.7313924,551,64,1,1699679496,1740194829,0
NR,520,18,15767,84080553,362,100.5579902,13.7310739,364,74,1,1567868370,1735387046,0
GSM,520,99,33901,103551256,368,100.5606662,13.7300219,1455,109,1,1600155138,1737495486,0
GSM,520,99,33901,262888260,289,100.5606263,13.7296455,1480,186,1,1529770745,1746015229,0
LTE,520,25,33901,257869207,86,100.5605936,13.7296639,383,73,1,1525506127,1736758009,0
NR,520,5,33901,9497455,472,100.5606458,13.7300058,272,47,1,1687976543,1745282468,0
LTE,520,99,33901,246647998,443,100.5607065,13.729748,537,168,1,1526172437,1745135360,0
LTE,520,99,33901,181587247,389,100.5606652,13.7300002,446,52,1,1536771458,1749871938,0
LTE,520,4,59081,153895556,52,100.5625064,13.7288442,357,155,1,1678943100,1744653205,0
NR,520,4,59081,3097497,501,100.5627096,13.7287159,388,190,1,1533939623,1739570626,0
LTE,520,4,59081,205126775,60,100.5626354,13.7285468,487,175,1,1578998207,1736267043,0
GSM,520,18,59017,120481040,350,100.5653678,13.7272864,1245,180,1,1570509653,1751931654,0
LTE,520,4,59017,66514094,162,100.5650657,13.7270833,604,2,1,1571326801,1750778260,0
LTE,520,5,59017,110300601,356,100.5652018,13.7270176,607,116,1,1598345356,1742692639,0
UMTS,520,18,59017,260494038,165,100.5652147,13.7272255,1036,188,1,1637542908,1752898481,0
GSM,520,4,18915,237725139,95,100.5673385,13.7260256,1481,88,1,1513219006,1748378311,0
LTE,520,99,18915,102733017,313,100.566934,13.7262124,590,171,1,1686742836,1749066563,0
GSM,520,4,18915,185928104,36,100.5671385,13.725876,910,107,1,1654560398,1751579880,0
LTE,520,4,18915,164220879,419,100.5671564,13.7258544,469,149,1,1627411435,1751149571,0
LTE,520,4,6263,164156432,118,100.5696045,13.7246611,686,19,1,1636398992,1743308714,0
UMTS,520,18,6263,90286140,148,100.5696571,13.7249,669,196,1,1668257336,1749691415,0
LTE,520,18,6263,69696757,112,100.569566,13.724743,386,163,1,1594082196,1739424833,0
LTE,520,4,6263,157169397,255,100.5697476,13.7246937,577,114,1,1640876597,1739685546,0
LTE,520,4,6263,220426112,500,100.5693705,13.7248408,671,5,1,1625317166,1754576727,0
